               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 167,           0.0090078,           0.0055322,                   0,             0.99908,                   1,               0.995,             0.96692,           0.0035259,           0.0022606,                   0,            0.001783,            0.001783,            0.001783
                 168,            0.011482,           0.0058346,                   0,             0.99909,                   1,               0.995,             0.96225,           0.0037455,            0.002315,                   0,           0.0017335,           0.0017335,           0.0017335
                 169,            0.018195,           0.0068095,                   0,              0.9991,                   1,               0.995,             0.96751,           0.0035686,           0.0022387,                   0,            0.001684,            0.001684,            0.001684
                 170,            0.016628,           0.0065467,                   0,              0.9991,                   1,               0.995,             0.96452,           0.0037814,           0.0021936,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,            0.016419,           0.0052018,                   0,              0.9991,                   1,               0.995,             0.97334,           0.0038788,           0.0022343,                   0,            0.001585,            0.001585,            0.001585
                 172,            0.020168,           0.0057765,                   0,              0.9991,                   1,               0.995,             0.96268,           0.0041088,           0.0022233,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.018331,           0.0056781,                   0,              0.9991,                   1,               0.995,             0.96439,            0.003536,            0.002185,                   0,            0.001486,            0.001486,            0.001486
                 174,            0.014466,           0.0061836,                   0,              0.9991,                   1,               0.995,             0.96704,           0.0036731,           0.0022001,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,            0.017914,            0.006482,                   0,              0.9991,                   1,               0.995,             0.96949,           0.0036078,            0.002217,                   0,            0.001387,            0.001387,            0.001387
                 176,            0.013203,           0.0056661,                   0,             0.99911,                   1,               0.995,             0.98067,           0.0033965,           0.0022541,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,            0.012296,           0.0049308,                   0,              0.9991,                   1,               0.995,             0.97405,           0.0035609,           0.0022247,                   0,            0.001288,            0.001288,            0.001288
                 178,            0.014346,           0.0048134,                   0,             0.99911,                   1,               0.995,              0.9769,           0.0035074,           0.0022292,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,            0.015948,            0.005622,                   0,              0.9991,                   1,               0.995,             0.97695,           0.0033553,           0.0022363,                   0,            0.001189,            0.001189,            0.001189
                 180,            0.014354,           0.0056088,                   0,              0.9991,                   1,               0.995,             0.97815,           0.0034192,           0.0021785,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,           0.0087086,           0.0046623,                   0,              0.9991,                   1,               0.995,             0.97872,           0.0032612,           0.0021375,                   0,             0.00109,             0.00109,             0.00109
                 182,            0.015982,           0.0054053,                   0,             0.99911,                   1,               0.995,             0.98092,           0.0032714,           0.0021464,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,            0.018384,           0.0061554,                   0,             0.99911,                   1,               0.995,             0.97828,           0.0033195,           0.0021664,                   0,            0.000991,            0.000991,            0.000991
                 184,            0.012023,           0.0060301,                   0,             0.99911,                   1,               0.995,             0.97406,           0.0035394,           0.0021899,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,             0.01082,           0.0047434,                   0,             0.99911,                   1,               0.995,             0.97403,           0.0033444,           0.0021792,                   0,            0.000892,            0.000892,            0.000892
                 186,            0.014872,           0.0059438,                   0,             0.99911,                   1,               0.995,             0.97069,           0.0033628,           0.0021981,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,           0.0099223,           0.0057795,                   0,              0.9991,                   1,               0.995,             0.97064,           0.0033101,           0.0021708,                   0,            0.000793,            0.000793,            0.000793
                 188,            0.014611,           0.0050232,                   0,             0.99911,                   1,               0.995,             0.97067,           0.0031668,           0.0021443,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,           0.0098844,           0.0044066,                   0,             0.99911,                   1,               0.995,             0.97087,           0.0031701,           0.0021253,                   0,            0.000694,            0.000694,            0.000694
                 190,            0.018436,           0.0060828,                   0,             0.99911,                   1,               0.995,             0.96743,           0.0031502,           0.0021254,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,            0.011533,           0.0053749,                   0,              0.9991,                   1,               0.995,             0.96638,           0.0031572,           0.0020966,                   0,            0.000595,            0.000595,            0.000595
                 192,            0.016469,           0.0064398,                   0,             0.99911,                   1,               0.995,             0.96444,           0.0031525,           0.0020898,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,           0.0087493,            0.004739,                   0,             0.99912,                   1,               0.995,             0.96966,           0.0031967,           0.0020868,                   0,            0.000496,            0.000496,            0.000496
                 194,            0.011982,           0.0054969,                   0,             0.99911,                   1,               0.995,             0.97232,           0.0031612,           0.0020895,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,            0.014055,           0.0050523,                   0,             0.99912,                   1,               0.995,             0.97237,            0.003128,           0.0020908,                   0,            0.000397,            0.000397,            0.000397
                 196,            0.011068,           0.0049635,                   0,             0.99911,                   1,               0.995,             0.97463,           0.0031349,            0.002103,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,            0.016123,           0.0052171,                   0,             0.99911,                   1,               0.995,             0.97461,           0.0031313,            0.002109,                   0,            0.000298,            0.000298,            0.000298
                 198,            0.015202,           0.0056619,                   0,             0.99912,                   1,               0.995,             0.97464,           0.0031563,           0.0021146,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,            0.012798,           0.0054935,                   0,             0.99911,                   1,               0.995,             0.97475,           0.0031648,           0.0021171,                   0,            0.000199,            0.000199,            0.000199
