               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  30,            0.022901,           0.0088837,                   0,             0.99312,                   1,               0.995,             0.86336,            0.012106,           0.0046556,                   0,           0.0085645,           0.0085645,           0.0085645
                  31,            0.016365,           0.0086815,                   0,             0.99263,                   1,               0.995,             0.80908,            0.012011,           0.0045715,                   0,            0.008515,            0.008515,            0.008515
                  32,            0.019873,           0.0089529,                   0,             0.99169,                   1,               0.995,             0.80868,            0.020807,           0.0049716,                   0,           0.0084655,           0.0084655,           0.0084655
                  33,              0.0201,           0.0080697,                   0,             0.99508,                   1,               0.995,             0.87702,            0.014018,           0.0042743,                   0,            0.008416,            0.008416,            0.008416
                  34,            0.016852,           0.0081712,                   0,             0.99672,                   1,               0.995,             0.88492,            0.012851,           0.0044136,                   0,           0.0083665,           0.0083665,           0.0083665
                  35,            0.020396,            0.012044,                   0,             0.99642,                   1,               0.995,             0.88232,           0.0092606,           0.0040633,                   0,            0.008317,            0.008317,            0.008317
                  36,            0.021055,           0.0085025,                   0,              0.9971,                   1,               0.995,             0.85702,            0.012296,           0.0047461,                   0,           0.0082675,           0.0082675,           0.0082675
                  37,             0.01758,           0.0078592,                   0,             0.99695,                   1,               0.995,             0.88378,            0.010955,            0.004215,                   0,            0.008218,            0.008218,            0.008218
                  38,            0.021195,           0.0069717,                   0,              0.9967,                   1,               0.995,             0.87176,            0.008677,           0.0037398,                   0,           0.0081685,           0.0081685,           0.0081685
                  39,            0.022632,            0.008545,                   0,             0.99701,                   1,               0.995,             0.87657,           0.0097606,           0.0041536,                   0,            0.008119,            0.008119,            0.008119
                  40,            0.018158,           0.0073314,                   0,              0.9971,                   1,               0.995,             0.86133,            0.011721,           0.0042593,                   0,           0.0080695,           0.0080695,           0.0080695
                  41,            0.024891,           0.0073147,                   0,             0.99748,                   1,               0.995,             0.87263,            0.012514,           0.0040129,                   0,             0.00802,             0.00802,             0.00802
                  42,            0.021087,           0.0070136,                   0,             0.99732,                   1,               0.995,             0.88649,           0.0080753,           0.0036499,                   0,           0.0079705,           0.0079705,           0.0079705
                  43,            0.019621,           0.0074171,                   0,             0.99767,                   1,               0.995,              0.8781,           0.0097374,           0.0038682,                   0,            0.007921,            0.007921,            0.007921
                  44,            0.030075,             0.01167,                   0,             0.99758,                   1,               0.995,             0.84054,            0.013032,           0.0040029,                   0,           0.0078715,           0.0078715,           0.0078715
                  45,            0.027231,           0.0076962,                   0,             0.99783,                   1,               0.995,             0.87498,            0.011704,            0.003763,                   0,            0.007822,            0.007822,            0.007822
                  46,            0.020759,           0.0099655,                   0,             0.99776,                   1,               0.995,             0.86403,           0.0098388,           0.0039113,                   0,           0.0077725,           0.0077725,           0.0077725
                  47,            0.029446,            0.010374,                   0,             0.99771,                   1,               0.995,               0.858,           0.0098872,           0.0042048,                   0,            0.007723,            0.007723,            0.007723
                  48,            0.019597,           0.0096701,                   0,             0.99726,                   1,               0.995,             0.85689,            0.011304,           0.0043434,                   0,           0.0076735,           0.0076735,           0.0076735
                  49,            0.023572,           0.0078319,                   0,             0.99773,                   1,               0.995,             0.83885,            0.015181,           0.0047614,                   0,            0.007624,            0.007624,            0.007624
                  50,            0.022616,           0.0090668,                   0,             0.99756,                   1,               0.995,             0.85288,            0.014825,           0.0050942,                   0,           0.0075745,           0.0075745,           0.0075745
                  51,            0.015935,            0.008259,                   0,             0.99755,                   1,               0.995,             0.86741,            0.010764,           0.0038207,                   0,            0.007525,            0.007525,            0.007525
                  52,            0.017579,            0.009383,                   0,             0.99794,                   1,               0.995,             0.84699,            0.011993,           0.0044644,                   0,           0.0074755,           0.0074755,           0.0074755
                  53,            0.019995,           0.0073532,                   0,             0.99821,                   1,               0.995,             0.89136,            0.010142,           0.0045975,                   0,            0.007426,            0.007426,            0.007426
                  54,            0.019725,           0.0079622,                   0,             0.99821,                   1,               0.995,             0.90072,           0.0090378,           0.0039438,                   0,           0.0073765,           0.0073765,           0.0073765
                  55,            0.018516,           0.0071258,                   0,              0.9982,                   1,               0.995,             0.88403,            0.012092,           0.0040211,                   0,            0.007327,            0.007327,            0.007327
                  56,             0.01904,           0.0080326,                   0,             0.99833,                   1,               0.995,             0.85697,            0.016198,           0.0047292,                   0,           0.0072775,           0.0072775,           0.0072775
                  57,            0.021875,           0.0073587,                   0,             0.99839,                   1,               0.995,             0.87471,            0.010522,           0.0047528,                   0,            0.007228,            0.007228,            0.007228
                  58,            0.023741,           0.0076399,                   0,             0.99824,                   1,               0.995,             0.87834,            0.010286,           0.0047818,                   0,           0.0071785,           0.0071785,           0.0071785
                  59,            0.015393,           0.0089114,                   0,             0.99758,                   1,               0.995,             0.87995,           0.0099947,           0.0044111,                   0,            0.007129,            0.007129,            0.007129
                  60,            0.020102,           0.0094444,                   0,             0.99758,                   1,               0.995,             0.87327,            0.014605,           0.0049864,                   0,           0.0070795,           0.0070795,           0.0070795
                  61,            0.026532,           0.0089246,                   0,             0.99777,                   1,               0.995,             0.87299,            0.010494,           0.0046367,                   0,             0.00703,             0.00703,             0.00703
                  62,             0.02182,           0.0059193,                   0,             0.99754,                   1,               0.995,             0.89623,            0.010687,           0.0040609,                   0,           0.0069805,           0.0069805,           0.0069805
                  63,            0.021406,           0.0086259,                   0,             0.99808,                   1,               0.995,             0.90967,           0.0081289,           0.0040978,                   0,            0.006931,            0.006931,            0.006931
                  64,             0.01387,           0.0071547,                   0,             0.99835,                   1,               0.995,             0.90618,            0.015683,           0.0040905,                   0,           0.0068815,           0.0068815,           0.0068815
                  65,            0.018908,           0.0081112,                   0,             0.99835,                   1,               0.995,              0.8882,           0.0080484,           0.0038667,                   0,            0.006832,            0.006832,            0.006832
                  66,            0.016554,           0.0062185,                   0,              0.9986,                   1,               0.995,              0.9023,           0.0075007,             0.00392,                   0,           0.0067825,           0.0067825,           0.0067825
                  67,            0.014855,           0.0079852,                   0,             0.99885,                   1,               0.995,             0.91178,           0.0086308,           0.0033926,                   0,            0.006733,            0.006733,            0.006733
                  68,            0.016044,           0.0079033,                   0,             0.99879,                   1,               0.995,             0.87369,            0.015181,           0.0035986,                   0,           0.0066835,           0.0066835,           0.0066835
                  69,             0.02509,           0.0088502,                   0,             0.99884,                   1,               0.995,             0.89404,            0.009055,           0.0033691,                   0,            0.006634,            0.006634,            0.006634
                  70,            0.020858,            0.009172,                   0,             0.99871,                   1,               0.995,             0.91132,            0.007272,            0.003424,                   0,           0.0065845,           0.0065845,           0.0065845
                  71,            0.029582,           0.0089265,                   0,             0.99875,                   1,               0.995,             0.90191,           0.0068909,           0.0032491,                   0,            0.006535,            0.006535,            0.006535
                  72,            0.019501,           0.0088261,                   0,             0.99876,                   1,               0.995,             0.89083,            0.014077,           0.0033269,                   0,           0.0064855,           0.0064855,           0.0064855
                  73,            0.016092,           0.0063462,                   0,             0.99885,                   1,               0.995,             0.89386,           0.0085091,           0.0037078,                   0,            0.006436,            0.006436,            0.006436
                  74,            0.022796,           0.0071716,                   0,             0.99888,                   1,               0.995,             0.89802,           0.0083993,            0.003629,                   0,           0.0063865,           0.0063865,           0.0063865
                  75,            0.019807,           0.0081581,                   0,             0.99893,                   1,               0.995,             0.91373,           0.0084831,           0.0034184,                   0,            0.006337,            0.006337,            0.006337
                  76,            0.015239,           0.0065837,                   0,             0.99897,                   1,               0.995,             0.89718,             0.01084,           0.0034748,                   0,           0.0062875,           0.0062875,           0.0062875
                  77,            0.017979,           0.0075226,                   0,             0.99896,                   1,               0.995,             0.91329,            0.010488,           0.0034851,                   0,            0.006238,            0.006238,            0.006238
                  78,            0.025376,            0.014155,                   0,             0.99893,                   1,               0.995,             0.91481,            0.009554,           0.0033478,                   0,           0.0061885,           0.0061885,           0.0061885
                  79,            0.013643,            0.008343,                   0,             0.99894,                   1,               0.995,             0.90563,           0.0072143,           0.0033756,                   0,            0.006139,            0.006139,            0.006139
                  80,            0.027308,           0.0089159,                   0,             0.99893,                   1,               0.995,             0.86941,           0.0096939,             0.00387,                   0,           0.0060895,           0.0060895,           0.0060895
                  81,            0.023337,           0.0072973,                   0,             0.99897,                   1,               0.995,             0.91097,            0.007054,            0.003707,                   0,             0.00604,             0.00604,             0.00604
                  82,            0.015945,           0.0077816,                   0,             0.99896,                   1,               0.995,             0.90804,            0.007267,           0.0034139,                   0,           0.0059905,           0.0059905,           0.0059905
                  83,             0.01639,           0.0090991,                   0,              0.9989,                   1,               0.995,             0.91536,           0.0071679,           0.0030666,                   0,            0.005941,            0.005941,            0.005941
                  84,            0.013927,            0.007116,                   0,             0.99876,                   1,               0.995,             0.89918,           0.0084768,           0.0034015,                   0,           0.0058915,           0.0058915,           0.0058915
                  85,            0.013424,           0.0067049,                   0,             0.99863,                   1,               0.995,             0.91091,           0.0093067,           0.0029472,                   0,            0.005842,            0.005842,            0.005842
                  86,            0.016344,           0.0072465,                   0,             0.99861,                   1,               0.995,             0.92179,           0.0083359,           0.0028245,                   0,           0.0057925,           0.0057925,           0.0057925
                  87,            0.017985,           0.0092796,                   0,             0.99867,                   1,               0.995,             0.91781,           0.0066513,           0.0031299,                   0,            0.005743,            0.005743,            0.005743
                  88,            0.018647,           0.0059471,                   0,             0.99872,                   1,               0.995,             0.88234,            0.011491,           0.0034617,                   0,           0.0056935,           0.0056935,           0.0056935
                  89,             0.01454,           0.0059645,                   0,             0.99878,                   1,               0.995,             0.91239,           0.0094549,           0.0031002,                   0,            0.005644,            0.005644,            0.005644
                  90,            0.015404,           0.0077145,                   0,              0.9988,                   1,               0.995,             0.90602,            0.009336,           0.0032123,                   0,           0.0055945,           0.0055945,           0.0055945
                  91,            0.017711,           0.0081386,                   0,             0.99859,                   1,               0.995,             0.91771,           0.0069409,            0.003022,                   0,            0.005545,            0.005545,            0.005545
                  92,            0.017095,           0.0074401,                   0,             0.99864,                   1,               0.995,             0.87916,           0.0090833,            0.004054,                   0,           0.0054955,           0.0054955,           0.0054955
                  93,            0.019335,           0.0083041,                   0,             0.99861,                   1,               0.995,             0.90488,           0.0081473,            0.003797,                   0,            0.005446,            0.005446,            0.005446
                  94,            0.014532,           0.0080967,                   0,             0.99871,                   1,               0.995,              0.9142,            0.006851,           0.0037854,                   0,           0.0053965,           0.0053965,           0.0053965
                  95,            0.019636,           0.0072061,                   0,             0.99838,                   1,               0.995,             0.90588,            0.006818,           0.0032455,                   0,            0.005347,            0.005347,            0.005347
                  96,            0.019319,           0.0076126,                   0,             0.99849,                   1,               0.995,             0.91751,           0.0083582,           0.0035748,                   0,           0.0052975,           0.0052975,           0.0052975
                  97,            0.022126,           0.0080563,                   0,             0.99873,                   1,               0.995,             0.92375,           0.0071155,           0.0033377,                   0,            0.005248,            0.005248,            0.005248
                  98,             0.01123,           0.0054153,                   0,             0.99874,                   1,               0.995,             0.92054,           0.0082143,            0.003311,                   0,           0.0051985,           0.0051985,           0.0051985
                  99,            0.019514,           0.0082125,                   0,             0.99868,                   1,               0.995,             0.91173,           0.0063948,           0.0032534,                   0,            0.005149,            0.005149,            0.005149
                 100,            0.016915,           0.0062227,                   0,             0.99867,                   1,               0.995,             0.91688,            0.011562,           0.0035668,                   0,           0.0050995,           0.0050995,           0.0050995
                 101,            0.015503,           0.0063989,                   0,             0.99856,                   1,               0.995,             0.91535,           0.0085114,           0.0036146,                   0,             0.00505,             0.00505,             0.00505
                 102,            0.015648,           0.0079671,                   0,             0.99864,                   1,               0.995,             0.91473,           0.0078947,           0.0038582,                   0,           0.0050005,           0.0050005,           0.0050005
                 103,            0.012026,            0.007565,                   0,             0.99853,                   1,               0.995,              0.9187,           0.0065812,           0.0037628,                   0,            0.004951,            0.004951,            0.004951
                 104,            0.016291,           0.0060492,                   0,             0.99837,                   1,               0.995,             0.90812,           0.0077998,           0.0038071,                   0,           0.0049015,           0.0049015,           0.0049015
                 105,            0.016143,           0.0065471,                   0,             0.99832,                   1,               0.995,             0.91895,           0.0085724,           0.0034891,                   0,            0.004852,            0.004852,            0.004852
                 106,            0.013675,           0.0064321,                   0,             0.99838,                   1,               0.995,             0.92106,           0.0064831,           0.0033755,                   0,           0.0048025,           0.0048025,           0.0048025
                 107,            0.019751,           0.0096828,                   0,             0.99814,                   1,               0.995,             0.92231,           0.0073043,           0.0038746,                   0,            0.004753,            0.004753,            0.004753
                 108,            0.016494,           0.0087201,                   0,             0.99818,                   1,               0.995,             0.93362,           0.0068353,           0.0037924,                   0,           0.0047035,           0.0047035,           0.0047035
                 109,            0.017904,           0.0068881,                   0,             0.99825,                   1,               0.995,             0.92144,           0.0086403,           0.0037112,                   0,            0.004654,            0.004654,            0.004654
                 110,             0.01944,            0.012112,                   0,             0.99819,                   1,               0.995,             0.93268,           0.0062447,           0.0038428,                   0,           0.0046045,           0.0046045,           0.0046045
                 111,            0.018356,           0.0091868,                   0,              0.9985,                   1,               0.995,              0.9197,           0.0069023,           0.0040131,                   0,            0.004555,            0.004555,            0.004555
                 112,            0.022771,           0.0061084,                   0,             0.99848,                   1,               0.995,             0.91119,            0.010876,           0.0039023,                   0,           0.0045055,           0.0045055,           0.0045055
                 113,            0.018568,           0.0084725,                   0,             0.99836,                   1,               0.995,             0.90595,           0.0091992,           0.0038012,                   0,            0.004456,            0.004456,            0.004456
                 114,              0.0177,           0.0074196,                   0,             0.99836,                   1,               0.995,              0.9225,            0.006313,           0.0033377,                   0,           0.0044065,           0.0044065,           0.0044065
                 115,            0.014443,           0.0089636,                   0,              0.9987,                   1,               0.995,             0.90525,           0.0077999,            0.003708,                   0,            0.004357,            0.004357,            0.004357
                 116,            0.023258,           0.0087652,                   0,             0.99867,                   1,               0.995,             0.92379,           0.0078512,           0.0034543,                   0,           0.0043075,           0.0043075,           0.0043075
                 117,            0.013966,           0.0070424,                   0,             0.99871,                   1,               0.995,             0.89592,           0.0070693,           0.0033872,                   0,            0.004258,            0.004258,            0.004258
                 118,            0.019279,           0.0057616,                   0,             0.99876,                   1,               0.995,             0.90464,           0.0069438,           0.0033672,                   0,           0.0042085,           0.0042085,           0.0042085
                 119,            0.018723,           0.0070258,                   0,             0.99895,                   1,               0.995,             0.91654,           0.0072308,           0.0036018,                   0,            0.004159,            0.004159,            0.004159
                 120,            0.016422,           0.0071202,                   0,             0.99897,                   1,               0.995,             0.92249,           0.0079334,           0.0035119,                   0,           0.0041095,           0.0041095,           0.0041095
                 121,            0.012434,           0.0055866,                   0,             0.99902,                   1,               0.995,             0.92056,           0.0072875,           0.0036393,                   0,             0.00406,             0.00406,             0.00406
                 122,           0.0094328,           0.0058444,                   0,             0.99905,                   1,               0.995,             0.91869,           0.0071858,           0.0037125,                   0,           0.0040105,           0.0040105,           0.0040105
                 123,            0.014515,           0.0070269,                   0,             0.99909,                   1,               0.995,             0.92204,           0.0074238,           0.0036712,                   0,            0.003961,            0.003961,            0.003961
                 124,            0.013777,           0.0053088,                   0,              0.9991,                   1,               0.995,             0.91975,           0.0099704,           0.0040238,                   0,           0.0039115,           0.0039115,           0.0039115
                 125,            0.014721,            0.006252,                   0,             0.99908,                   1,               0.995,             0.91559,           0.0074187,           0.0041072,                   0,            0.003862,            0.003862,            0.003862
                 126,            0.017466,           0.0085343,                   0,              0.9991,                   1,               0.995,             0.91239,           0.0072365,           0.0040984,                   0,           0.0038125,           0.0038125,           0.0038125
                 127,            0.020263,           0.0075209,                   0,             0.99911,                   1,               0.995,             0.91612,           0.0068919,           0.0039256,                   0,            0.003763,            0.003763,            0.003763
                 128,            0.021947,           0.0063603,                   0,              0.9991,                   1,               0.995,             0.92825,           0.0067916,           0.0038406,                   0,           0.0037135,           0.0037135,           0.0037135
                 129,            0.015626,           0.0074837,                   0,             0.99906,                   1,               0.995,             0.93892,           0.0072477,           0.0037526,                   0,            0.003664,            0.003664,            0.003664
                 130,            0.013527,           0.0048428,                   0,             0.99905,                   1,               0.995,             0.94444,           0.0062558,           0.0037461,                   0,           0.0036145,           0.0036145,           0.0036145
                 131,             0.01728,           0.0072676,                   0,             0.99905,                   1,               0.995,             0.92944,           0.0070152,           0.0040511,                   0,            0.003565,            0.003565,            0.003565
                 132,            0.014821,           0.0070438,                   0,             0.99904,                   1,               0.995,             0.94365,           0.0068246,           0.0038823,                   0,           0.0035155,           0.0035155,           0.0035155
                 133,            0.014377,           0.0056732,                   0,             0.99904,                   1,               0.995,             0.92728,           0.0086707,           0.0038823,                   0,            0.003466,            0.003466,            0.003466
                 134,            0.015631,           0.0062883,                   0,             0.99904,                   1,               0.995,             0.93534,           0.0078844,           0.0037039,                   0,           0.0034165,           0.0034165,           0.0034165
                 135,            0.015825,           0.0086562,                   0,             0.99905,                   1,               0.995,             0.92441,           0.0067358,           0.0040109,                   0,            0.003367,            0.003367,            0.003367
                 136,            0.014396,           0.0066635,                   0,             0.99901,                   1,               0.995,             0.93394,           0.0067657,           0.0041351,                   0,           0.0033175,           0.0033175,           0.0033175
                 137,            0.015363,             0.00532,                   0,             0.99903,                   1,               0.995,             0.92136,            0.006957,           0.0044012,                   0,            0.003268,            0.003268,            0.003268
                 138,            0.014015,           0.0058705,                   0,             0.99899,                   1,               0.995,             0.93562,           0.0069247,           0.0042936,                   0,           0.0032185,           0.0032185,           0.0032185
                 139,            0.014471,           0.0059835,                   0,             0.99895,                   1,               0.995,              0.9264,           0.0063739,           0.0042213,                   0,            0.003169,            0.003169,            0.003169
                 140,            0.014255,           0.0084221,                   0,             0.99894,                   1,               0.995,             0.94862,           0.0072743,           0.0041411,                   0,           0.0031195,           0.0031195,           0.0031195
                 141,            0.016326,           0.0060431,                   0,             0.99887,                   1,               0.995,             0.94683,           0.0062082,           0.0041979,                   0,             0.00307,             0.00307,             0.00307
                 142,            0.010578,           0.0054013,                   0,             0.99882,                   1,               0.995,             0.93736,           0.0064399,           0.0041977,                   0,           0.0030205,           0.0030205,           0.0030205
                 143,            0.017389,           0.0058812,                   0,             0.99876,                   1,               0.995,             0.93707,           0.0062291,           0.0043691,                   0,            0.002971,            0.002971,            0.002971
                 144,            0.011002,           0.0053537,                   0,             0.99873,                   1,               0.995,             0.93189,           0.0076772,           0.0042879,                   0,           0.0029215,           0.0029215,           0.0029215
                 145,            0.014602,           0.0058515,                   0,             0.99867,                   1,               0.995,             0.93779,            0.006852,           0.0039943,                   0,            0.002872,            0.002872,            0.002872
                 146,            0.012032,           0.0069317,                   0,             0.99867,                   1,               0.995,              0.9418,           0.0063564,           0.0036642,                   0,           0.0028225,           0.0028225,           0.0028225
                 147,             0.01591,            0.006432,                   0,             0.99879,                   1,               0.995,             0.94203,           0.0058184,            0.003529,                   0,            0.002773,            0.002773,            0.002773
                 148,            0.014886,           0.0069863,                   0,             0.99877,                   1,               0.995,             0.93921,           0.0062201,           0.0036858,                   0,           0.0027235,           0.0027235,           0.0027235
                 149,            0.012156,           0.0059337,                   0,             0.99879,                   1,               0.995,             0.93678,           0.0062144,           0.0038848,                   0,            0.002674,            0.002674,            0.002674
                 150,            0.010431,           0.0050612,                   0,             0.99872,                   1,               0.995,             0.93219,           0.0063514,           0.0039886,                   0,           0.0026245,           0.0026245,           0.0026245
                 151,            0.010509,           0.0053988,                   0,             0.99864,                   1,               0.995,             0.92873,           0.0062944,           0.0039658,                   0,            0.002575,            0.002575,            0.002575
                 152,            0.013437,           0.0064684,                   0,             0.99864,                   1,               0.995,             0.93156,           0.0068934,           0.0038848,                   0,           0.0025255,           0.0025255,           0.0025255
                 153,            0.012865,           0.0060376,                   0,             0.99864,                   1,               0.995,              0.9324,           0.0059348,           0.0039437,                   0,            0.002476,            0.002476,            0.002476
                 154,            0.010542,           0.0054507,                   0,             0.99859,                   1,               0.995,             0.94002,           0.0061803,           0.0040949,                   0,           0.0024265,           0.0024265,           0.0024265
                 155,            0.012879,           0.0070497,                   0,             0.99857,                   1,               0.995,             0.93827,           0.0061219,           0.0042797,                   0,            0.002377,            0.002377,            0.002377
                 156,            0.017133,           0.0076208,                   0,              0.9985,                   1,               0.995,             0.93301,           0.0061672,           0.0042453,                   0,           0.0023275,           0.0023275,           0.0023275
                 157,            0.015152,           0.0070996,                   0,             0.99849,                   1,               0.995,             0.93623,           0.0059598,           0.0042247,                   0,            0.002278,            0.002278,            0.002278
                 158,            0.016166,           0.0064766,                   0,             0.99842,                   1,               0.995,             0.93461,            0.005897,           0.0041884,                   0,           0.0022285,           0.0022285,           0.0022285
                 159,            0.015107,           0.0083238,                   0,             0.99826,                   1,               0.995,             0.93474,           0.0059023,           0.0042048,                   0,            0.002179,            0.002179,            0.002179
                 160,            0.014771,           0.0079914,                   0,             0.99832,                   1,               0.995,             0.92258,           0.0061407,           0.0043194,                   0,           0.0021295,           0.0021295,           0.0021295
                 161,            0.012929,           0.0055526,                   0,             0.99823,                   1,               0.995,             0.94299,           0.0057695,            0.004142,                   0,             0.00208,             0.00208,             0.00208
                 162,            0.013545,            0.008415,                   0,             0.99804,                   1,               0.995,             0.94351,           0.0056438,           0.0040454,                   0,           0.0020305,           0.0020305,           0.0020305
                 163,            0.013293,           0.0056425,                   0,             0.99828,                   1,               0.995,             0.93974,           0.0059757,           0.0043399,                   0,            0.001981,            0.001981,            0.001981
                 164,             0.01102,           0.0069503,                   0,             0.99841,                   1,               0.995,             0.92659,           0.0064669,           0.0045795,                   0,           0.0019315,           0.0019315,           0.0019315
                 165,             0.01566,           0.0073287,                   0,             0.99842,                   1,               0.995,             0.92606,           0.0065527,            0.004611,                   0,            0.001882,            0.001882,            0.001882
                 166,             0.01228,           0.0058468,                   0,             0.99836,                   1,               0.995,             0.92159,           0.0063287,           0.0044813,                   0,           0.0018325,           0.0018325,           0.0018325
                 167,            0.016312,           0.0069557,                   0,             0.99848,                   1,               0.995,             0.92783,           0.0062532,           0.0040653,                   0,            0.001783,            0.001783,            0.001783
                 168,            0.014665,           0.0065202,                   0,             0.99856,                   1,               0.995,             0.93126,            0.006055,           0.0040622,                   0,           0.0017335,           0.0017335,           0.0017335
                 169,            0.012602,           0.0076401,                   0,             0.99866,                   1,               0.995,             0.92625,            0.005971,            0.003999,                   0,            0.001684,            0.001684,            0.001684
                 170,            0.015047,            0.006621,                   0,              0.9987,                   1,               0.995,             0.93198,           0.0058654,           0.0039432,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,            0.013091,            0.008028,                   0,             0.99881,                   1,               0.995,             0.93988,           0.0058104,           0.0039464,                   0,            0.001585,            0.001585,            0.001585
                 172,             0.01284,           0.0061926,                   0,             0.99882,                   1,               0.995,             0.93651,           0.0059932,           0.0040039,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.012847,            0.007292,                   0,             0.99881,                   1,               0.995,             0.93767,           0.0061525,            0.004105,                   0,            0.001486,            0.001486,            0.001486
